group,method,n,acc_mean,acc_ci95,balanced_acc_mean,bytes_mean
Qiskit Aer strong-baseline,qproto_masked_hop,3,0.5965277777777777,0.06497175870617966,0.584986768063176,660.0
Qiskit Aer strong-baseline,qproto_chop,3,0.5791666666666667,0.042601425471275225,0.5683563531497299,532.0
Qiskit Aer strong-baseline,qproto_cproto,3,0.5760416666666667,0.04549029208811656,0.5655396825048843,276.0
Qiskit Aer strong-baseline,fedproto_schema,3,0.4277777777777778,0.1966824498583859,0.4105044646948574,532.0
Qiskit Aer strong-baseline,fedproto_forced,3,0.3694444444444444,0.07343909617388018,0.3614088258407541,532.0
Qiskit Aer strong-baseline,fedadam_forced,3,0.37881944444444443,0.03436423611111107,0.3673888124634819,528.0
Qiskit Aer strong-baseline,fedavg_forced,3,0.3354166666666667,0.13612693471522222,0.28985576044684574,528.0
Qiskit Aer strong-baseline,fedprox_forced,3,0.3354166666666667,0.13612693471522222,0.28985576044684574,528.0
Synthetic high-order covariance,qproto_masked,3,0.46675347222222224,0.08466869148005926,0.4660209832554438,2068.0
Synthetic high-order covariance,qproto_masked_hop,3,0.8082291666666667,0.0832415990271968,0.8120226717745139,4116.0
Synthetic high-order covariance,qproto_hop,3,0.7945486111111111,0.05909848633335344,0.7982452151572812,2260.0
Synthetic high-order covariance,qproto_proto,3,0.44897569444444446,0.11447044662482442,0.4492752151461933,212.0
Synthetic high-order covariance,no_schema,3,0.30774305555555553,0.030955498649370135,0.3072233225922627,212.0
Synthetic high-order covariance,wrong_schema,3,0.44479166666666664,0.029404596315155972,0.4454026832001965,2260.0
Synthetic high-order covariance h16,qproto_masked,3,0.46675347222222224,0.08466869148005926,0.4660209832554438,2068.0
Synthetic high-order covariance h16,qproto_masked_hop,3,0.6519965277777778,0.04846791283803679,0.6521482867230092,2324.0
Synthetic high-order covariance h16,qproto_hop,3,0.6675868055555555,0.02965500712497641,0.667617869254448,468.0
Synthetic high-order covariance h16,qproto_proto,3,0.44897569444444446,0.11447044662482442,0.4492752151461933,212.0

