bytes_per_client_round,class_gap_proxy,config_anchor_normalize,config_anchor_size,config_bandwidth,config_class_sep,config_classical_bandwidth,config_classical_sketch_dim,config_common_policy,config_cov_boost,config_data_structure,config_dataset,config_dataset_path,config_depol_p,config_depol_std,config_dirichlet_alpha,config_hop_dim,config_hop_weight,config_n_classes,config_n_test,config_n_train,config_obs_per_client,config_observable_overlap,config_observables,config_participation,config_readout_p,config_readout_std,config_seed,config_shot_noise_scale,config_shots,config_sketch_dim,config_wrong_shift,distortion_proxy,elapsed_sec,final_acc,final_balanced_acc,method,run
660,1.2923174424397186,False,32,2.0,2.2,5.0,64,random,2.5,mean,npz,data\mnist4_qiskit_aer_readout_seed1.npz,0.02,0.01,0.5,16,0.12,4,120,320,8,0.5,12,0.75,0.03,0.015,1,1.0,"64,128,256,1024",32,7,0.0,0.037883758544921875,0.6031249999999999,0.6058426527176528,qproto_masked_hop,drift_baseline_qiskit_aer_seed1
1056,0.0,False,32,2.0,2.2,5.0,64,random,2.5,mean,npz,data\mnist4_qiskit_aer_readout_seed2.npz,0.02,0.01,0.5,16,0.12,4,120,320,8,0.5,12,0.75,0.03,0.015,2,1.0,"64,128,256,1024",32,7,0.0,0.056421756744384766,0.27291666666666664,0.2639419036845507,scaffold_schema,drift_baseline_qiskit_aer_seed2
528,0.0,False,32,2.0,2.2,5.0,64,random,2.5,mean,npz,data\mnist4_qiskit_aer_readout_seed2.npz,0.02,0.01,0.5,16,0.12,4,120,320,8,0.5,12,0.75,0.03,0.015,2,1.0,"64,128,256,1024",32,7,0.0,0.05917644500732422,0.33125000000000004,0.289501454427925,feddyn_schema,drift_baseline_qiskit_aer_seed2
528,0.0,False,32,2.0,2.2,5.0,64,random,2.5,mean,npz,data\mnist4_qiskit_aer_readout_seed2.npz,0.02,0.01,0.5,16,0.12,4,120,320,8,0.5,12,0.75,0.03,0.015,2,1.0,"64,128,256,1024",32,7,0.0,0.04696989059448242,0.35,0.34559227537168713,fedadam_schema,drift_baseline_qiskit_aer_seed2
532,0.42557351218875894,False,32,2.0,2.2,5.0,64,random,2.5,mean,npz,data\mnist4_qiskit_aer_readout_seed2.npz,0.02,0.01,0.5,16,0.12,4,120,320,8,0.5,12,0.75,0.03,0.015,2,1.0,"64,128,256,1024",32,7,0.0,0.03335070610046387,0.3385416666666667,0.33327246283128636,fedproto_schema,drift_baseline_qiskit_aer_seed2
276,0.9780908296337244,False,32,2.0,2.2,5.0,64,random,2.5,mean,npz,data\mnist4_qiskit_aer_readout_seed2.npz,0.02,0.01,0.5,16,0.12,4,120,320,8,0.5,12,0.75,0.03,0.015,2,1.0,"64,128,256,1024",32,7,0.0,0.025068283081054688,0.5895833333333333,0.5948569812540401,qproto_cproto,drift_baseline_qiskit_aer_seed2
532,0.9780908296337244,False,32,2.0,2.2,5.0,64,random,2.5,mean,npz,data\mnist4_qiskit_aer_readout_seed2.npz,0.02,0.01,0.5,16,0.12,4,120,320,8,0.5,12,0.75,0.03,0.015,2,1.0,"64,128,256,1024",32,7,0.0,0.03590846061706543,0.5885416666666667,0.5942687459599225,qproto_chop,drift_baseline_qiskit_aer_seed2
660,1.2052234728823434,False,32,2.0,2.2,5.0,64,random,2.5,mean,npz,data\mnist4_qiskit_aer_readout_seed2.npz,0.02,0.01,0.5,16,0.12,4,120,320,8,0.5,12,0.75,0.03,0.015,2,1.0,"64,128,256,1024",32,7,0.0,0.028963565826416016,0.5677083333333333,0.5745790239172592,qproto_masked_hop,drift_baseline_qiskit_aer_seed2
400,0.0,,24,5.0,2.2,5.0,24,,2.5,mean,synthetic,,0.02,0.01,0.25,8,0.12,4,200,500,14,0.35,32,0.5,0.03,0.015,6,1.0,"32,64,128,256,1024",24,,0.0,0.02835536003112793,0.265,0.25510204081632654,fedavg_forced,fedprox_smoke
400,0.0,,24,5.0,2.2,5.0,24,,2.5,mean,synthetic,,0.02,0.01,0.25,8,0.12,4,200,500,14,0.35,32,0.5,0.03,0.015,6,1.0,"32,64,128,256,1024",24,,0.0,0.03149819374084473,0.265,0.25510204081632654,fedprox_forced,fedprox_smoke
536,0.45030646971021415,,24,5.0,2.2,5.0,24,,2.5,mean,synthetic,,0.02,0.01,0.25,8,0.12,4,200,500,14,0.35,32,0.5,0.03,0.015,6,1.0,"32,64,128,256,1024",24,,0.0,0.0387723445892334,0.665,0.6705715299071607,qproto_full,fedprox_smoke
7720,0.0,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,0,1.0,"64,128,256,1024",192,7,0.0,12.303459167480469,0.11813333333333334,0.12303801030027853,fedavg_forced,final_fullclass_cifar10_seed0
7720,0.0,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,0,1.0,"64,128,256,1024",192,7,0.0,12.06213903427124,0.11618333333333333,0.12123763559981815,fedprox_forced,final_fullclass_cifar10_seed0
7720,0.0,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,0,1.0,"64,128,256,1024",192,7,0.0,12.67504358291626,0.17270000000000002,0.17285675312689486,fedadam_forced,final_fullclass_cifar10_seed0
7720,0.0,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,0,1.0,"64,128,256,1024",192,7,0.0,16.489054918289185,0.2609666666666667,0.2632619270437813,fedavg_schema,final_fullclass_cifar10_seed0
7720,0.0,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,0,1.0,"64,128,256,1024",192,7,0.0,18.193300485610962,0.2574666666666667,0.2598982542642603,fedprox_schema,final_fullclass_cifar10_seed0
7720,0.0,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,0,1.0,"64,128,256,1024",192,7,0.0,17.402602910995483,0.29883333333333334,0.29964613535043444,fedadam_schema,final_fullclass_cifar10_seed0
15440,0.0,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,0,1.0,"64,128,256,1024",192,7,0.0,13.373777151107788,0.15780000000000002,0.1567258028204946,scaffold_schema,final_fullclass_cifar10_seed0
7720,0.0,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,0,1.0,"64,128,256,1024",192,7,0.0,11.125414609909058,0.26395,0.2662891869730964,feddyn_schema,final_fullclass_cifar10_seed0
7724,0.11402437251492134,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,0,1.0,"64,128,256,1024",192,7,0.0,14.339330911636353,0.17329999999999998,0.17339868644807174,fedproto_forced,final_fullclass_cifar10_seed0
7724,0.24839898872891047,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,0,1.0,"64,128,256,1024",192,7,0.0,17.607693910598755,0.29253333333333337,0.2932960761222801,fedproto_schema,final_fullclass_cifar10_seed0
7724,0.2624303767806947,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,0,1.0,"64,128,256,1024",192,7,0.8981647171487618,19.57749629020691,0.43231666666666674,0.4321133051972275,shared_observable,final_fullclass_cifar10_seed0
7724,0.11208961835718544,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,0,1.0,"64,128,256,1024",192,7,0.08489805768717666,9.165849447250366,0.17346666666666666,0.1733240284227722,no_schema,final_fullclass_cifar10_seed0
11564,0.25944432165480474,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,0,1.0,"64,128,256,1024",192,7,0.3819998739955917,17.58963441848755,0.12221666666666664,0.12257758319984224,wrong_schema,final_fullclass_cifar10_seed0
7724,2.3417506626012687,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,0,1.0,"64,128,256,1024",192,7,0.0,20.082525968551636,0.4465166666666667,0.4464517794498476,qproto_cproto,final_fullclass_cifar10_seed0
11564,2.3417506626012687,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,0,1.0,"64,128,256,1024",192,7,0.0,22.416723251342773,0.4461166666666667,0.4460593517164789,qproto_chop,final_fullclass_cifar10_seed0
20524,3.9606245057300216,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,0,1.0,"64,128,256,1024",192,7,0.0,18.217031955718994,0.4495999999999999,0.4494922350358149,qproto_masked,final_fullclass_cifar10_seed0
24364,3.9606245057300216,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,0,1.0,"64,128,256,1024",192,7,0.0,19.815895318984985,0.4496500000000001,0.4495716731522668,qproto_masked_hop,final_fullclass_cifar10_seed0
7720,0.0,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,1,1.0,"64,128,256,1024",192,7,0.0,12.09403657913208,0.13271666666666665,0.13449953912112966,fedavg_forced,final_fullclass_cifar10_seed1
7720,0.0,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,1,1.0,"64,128,256,1024",192,7,0.0,12.49547004699707,0.1295,0.13133116615793122,fedprox_forced,final_fullclass_cifar10_seed1
7720,0.0,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,1,1.0,"64,128,256,1024",192,7,0.0,12.699200630187988,0.17286666666666667,0.1731693627448957,fedadam_forced,final_fullclass_cifar10_seed1
7720,0.0,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,1,1.0,"64,128,256,1024",192,7,0.0,13.619800090789795,0.2597833333333333,0.259780707919803,fedavg_schema,final_fullclass_cifar10_seed1
7720,0.0,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,1,1.0,"64,128,256,1024",192,7,0.0,13.332015991210938,0.25835,0.2583509421021809,fedprox_schema,final_fullclass_cifar10_seed1
7720,0.0,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,1,1.0,"64,128,256,1024",192,7,0.0,13.746030569076538,0.28453333333333336,0.2841015558209591,fedadam_schema,final_fullclass_cifar10_seed1
15440,0.0,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,1,1.0,"64,128,256,1024",192,7,0.0,12.993655920028687,0.21456666666666666,0.21386262455116173,scaffold_schema,final_fullclass_cifar10_seed1
7720,0.0,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,1,1.0,"64,128,256,1024",192,7,0.0,13.47707748413086,0.2620666666666667,0.2618009425120701,feddyn_schema,final_fullclass_cifar10_seed1
7724,0.1216081181332752,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,1,1.0,"64,128,256,1024",192,7,0.0,13.007171154022217,0.17004999999999998,0.16974429111466444,fedproto_forced,final_fullclass_cifar10_seed1
7724,0.28055829075030697,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,1,1.0,"64,128,256,1024",192,7,0.0,13.136465311050415,0.2714,0.27058276142771254,fedproto_schema,final_fullclass_cifar10_seed1
7724,0.26085209885111166,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,1,1.0,"64,128,256,1024",192,7,0.8310109274169368,13.49178147315979,0.43705,0.43674536971396904,shared_observable,final_fullclass_cifar10_seed1
7724,0.11796505354217997,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,1,1.0,"64,128,256,1024",192,7,0.09646250665062985,10.209250688552856,0.16763333333333333,0.1674295474299861,no_schema,final_fullclass_cifar10_seed1
11564,0.2682583106220845,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,1,1.0,"64,128,256,1024",192,7,0.4185988545049345,16.3962721824646,0.11758333333333333,0.11782006037008494,wrong_schema,final_fullclass_cifar10_seed1
7724,2.3492355389766293,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,1,1.0,"64,128,256,1024",192,7,0.0,13.928926229476929,0.45421666666666666,0.4537709910210001,qproto_cproto,final_fullclass_cifar10_seed1
11564,2.3492355389766293,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,1,1.0,"64,128,256,1024",192,7,0.0,15.96456265449524,0.4534166666666667,0.45299054245817266,qproto_chop,final_fullclass_cifar10_seed1
20524,4.090557275312234,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,1,1.0,"64,128,256,1024",192,7,0.0,20.98822808265686,0.45536666666666675,0.4549097912009419,qproto_masked,final_fullclass_cifar10_seed1
24364,4.090557275312234,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,1,1.0,"64,128,256,1024",192,7,0.0,25.773321390151978,0.4563666666666667,0.45593752314678815,qproto_masked_hop,final_fullclass_cifar10_seed1
7720,0.0,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,2,1.0,"64,128,256,1024",192,7,0.0,14.993291139602661,0.1616,0.1621220316969575,fedavg_forced,final_fullclass_cifar10_seed2
7720,0.0,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,2,1.0,"64,128,256,1024",192,7,0.0,14.398112058639526,0.16101666666666667,0.16168574532695484,fedprox_forced,final_fullclass_cifar10_seed2
7720,0.0,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,2,1.0,"64,128,256,1024",192,7,0.0,11.716516256332397,0.16771666666666668,0.16789545717495014,fedadam_forced,final_fullclass_cifar10_seed2
7720,0.0,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,2,1.0,"64,128,256,1024",192,7,0.0,11.48240351676941,0.24284999999999995,0.24307887778193607,fedavg_schema,final_fullclass_cifar10_seed2
7720,0.0,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,2,1.0,"64,128,256,1024",192,7,0.0,15.27779483795166,0.24269999999999997,0.24300492072100469,fedprox_schema,final_fullclass_cifar10_seed2
7720,0.0,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,2,1.0,"64,128,256,1024",192,7,0.0,15.710774421691895,0.26181666666666664,0.2621595482458754,fedadam_schema,final_fullclass_cifar10_seed2
15440,0.0,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,2,1.0,"64,128,256,1024",192,7,0.0,16.691542625427246,0.22415,0.22325207213811601,scaffold_schema,final_fullclass_cifar10_seed2
7720,0.0,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,2,1.0,"64,128,256,1024",192,7,0.0,16.230360746383667,0.24496666666666664,0.24536557041941992,feddyn_schema,final_fullclass_cifar10_seed2
7724,0.10741247570465705,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,2,1.0,"64,128,256,1024",192,7,0.0,12.437581300735474,0.16573333333333332,0.16542586286724928,fedproto_forced,final_fullclass_cifar10_seed2
7724,0.25184493748056347,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,2,1.0,"64,128,256,1024",192,7,0.0,11.152093410491943,0.2527499999999999,0.25110053907097557,fedproto_schema,final_fullclass_cifar10_seed2
7724,0.21974449715988298,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,2,1.0,"64,128,256,1024",192,7,0.8269573765592352,15.683007955551147,0.40135,0.40306087608623775,shared_observable,final_fullclass_cifar10_seed2
7724,0.11118092323594189,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,2,1.0,"64,128,256,1024",192,7,0.09009099868955245,11.650552034378052,0.16466666666666668,0.16376201516651717,no_schema,final_fullclass_cifar10_seed2
11564,0.30484590864524186,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,2,1.0,"64,128,256,1024",192,7,0.42066087226472476,16.3986234664917,0.10606666666666667,0.10614159850567699,wrong_schema,final_fullclass_cifar10_seed2
7724,2.205485911721256,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,2,1.0,"64,128,256,1024",192,7,0.0,15.610525369644165,0.4525333333333334,0.45393360650714004,qproto_cproto,final_fullclass_cifar10_seed2
11564,2.205485911721256,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,2,1.0,"64,128,256,1024",192,7,0.0,13.420031309127808,0.4525666666666666,0.4539691006810063,qproto_chop,final_fullclass_cifar10_seed2
20524,3.8878733736962774,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,2,1.0,"64,128,256,1024",192,7,0.0,13.742881059646606,0.45661666666666667,0.4581822800256468,qproto_masked,final_fullclass_cifar10_seed2
24364,3.8878733736962774,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,2,1.0,"64,128,256,1024",192,7,0.0,17.0998752117157,0.45750000000000013,0.4590775503129663,qproto_masked_hop,final_fullclass_cifar10_seed2
7720,0.0,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,3,1.0,"64,128,256,1024",192,7,0.0,14.28841257095337,0.12971666666666667,0.12953895586974232,fedavg_forced,final_fullclass_cifar10_seed3
7720,0.0,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,3,1.0,"64,128,256,1024",192,7,0.0,14.101021528244019,0.12925000000000003,0.12907883245013083,fedprox_forced,final_fullclass_cifar10_seed3
7720,0.0,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,3,1.0,"64,128,256,1024",192,7,0.0,14.291805028915405,0.1667,0.16699789598226816,fedadam_forced,final_fullclass_cifar10_seed3
7720,0.0,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,3,1.0,"64,128,256,1024",192,7,0.0,14.291033267974854,0.24380000000000002,0.24428613778628055,fedavg_schema,final_fullclass_cifar10_seed3
7720,0.0,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,3,1.0,"64,128,256,1024",192,7,0.0,10.85287618637085,0.2429666666666667,0.2435023665574131,fedprox_schema,final_fullclass_cifar10_seed3
7720,0.0,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,3,1.0,"64,128,256,1024",192,7,0.0,12.72765064239502,0.2771166666666666,0.2774064694945697,fedadam_schema,final_fullclass_cifar10_seed3
15440,0.0,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,3,1.0,"64,128,256,1024",192,7,0.0,14.227622270584106,0.18851666666666667,0.19060630085168215,scaffold_schema,final_fullclass_cifar10_seed3
7720,0.0,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,3,1.0,"64,128,256,1024",192,7,0.0,14.36079454421997,0.24731666666666668,0.2481632033408076,feddyn_schema,final_fullclass_cifar10_seed3
7724,0.10703658595887128,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,3,1.0,"64,128,256,1024",192,7,0.0,14.013678550720215,0.16319999999999996,0.1637881769064371,fedproto_forced,final_fullclass_cifar10_seed3
7724,0.2547418585813037,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,3,1.0,"64,128,256,1024",192,7,0.0,14.010791063308716,0.2581666666666667,0.2586091031296942,fedproto_schema,final_fullclass_cifar10_seed3
7724,0.2354850340752595,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,3,1.0,"64,128,256,1024",192,7,0.8731341437415627,10.915162324905396,0.42536666666666667,0.4269588730321079,shared_observable,final_fullclass_cifar10_seed3
7724,0.10739365973630198,False,192,6.0,2.2,5.0,64,random,2.5,mean,npz,data\cifar10_feat_resnet18_sz32_pt.npz,0.02,0.01,0.5,96,0.12,10,3000,12000,96,0.8,256,0.8,0.03,0.015,3,1.0,"64,128,256,1024",192,7,0.10587259156910009,8.267301559448242,0.16533333333333333,0.16557573243068516,no_schema,final_fullclass_cifar10_seed3
