seed,method,final_acc,final_balanced_acc,bytes_per_client_round,total_upload_bytes,param_scalars
0,vqc_init,0.15,0.21212121212121213,128,1152.0,16
0,vqc_fedavg,0.15,0.21212121212121213,128,1152.0,16

